id,first_name,last_name,email,gender,prev_company,linkedin_profile,remote,locations,diversity_lgbtq,diversity_disabled,diversity_minority,sustainability_pref,layoff_time,interest_roles,role,summary,keywords,exp_years
394,Allen,Levitt,alevittax@nymag.com,Male,Arepo Solutions Ltd,https://www.linkedin.com/in/Allen_Levitt,False,Belfast,False,False,True,True,2023-02-01 20:50:20.609588,316,Sales Manager," Sales manager with over 10 years of experience in the retail industry. Extensive knowledge of sales strategies, customer service, and team management. Proven track record of achieving sales goals and increasing profitability. Ability to develop and maintain strong relationships with customers and staff.  Passionate about providing exceptional customer service and driving sales growth. Possess a strong work ethic and a commitment to excellence.  Experienced in managing a team of sales associates and driving sales through effective training and coaching.  Ability to work well under pressure and meet deadlines. Excellent communication, interpersonal, and organizational skills.  Proven ability to develop and execute successful sales strategies. Experience in retail, wholesale, and e-commerce sales.  ",sales;ability;service;develop;driving;experience;strategies;customer;retail;team;customer service;driving sales;sales strategies;strategies experience;profitability ability;coaching ability;strategies customer;proven ability;exceptional customer;industry extensive,10
395,Herc,Petrushanko,hpetrushankoay@123-reg.co.uk,Male,Resman Ltd,https://www.linkedin.com/in/Herc_Petrushanko,True,Belfast,False,False,True,False,2022-10-11 20:50:20.609588,14;324,System Designer," System Designer with over 5 years of experience in the IT industry. Expert in developing and implementing end-to-end systems and processes. Proven track record of delivering high-quality solutions on time and within budget. Passionate about technology and its ability to solve complex problems. Experience in working with a variety of technologies, including Java, JavaScript, and Python.  Strong leadership and communication skills, with the ability to work effectively in a team environment. Ability to learn new technologies quickly and adapt to changing business needs.  I am seeking a challenging and rewarding position where I can utilize my skills and experience to contribute to the success of the organization.",ability;experience;end;technologies;skills;organization;designer;years;industry;expert;environment ability;problems experience;industry expert;processes proven;proven track;track record;delivering high;high quality;quality solutions;budget passionate,5
396,Hunfredo,Hinckley,hhinckleyaz@house.gov,Male,INGIC  Mobile App Development Company London,https://www.linkedin.com/in/Hunfredo_Hinckley,True,West Yorkshire,False,True,True,False,2022-02-26 20:50:20.609588,62,Software Engineer," I am a software engineer with over 10 years of experience in the field. I have a strong background in developing web applications, and have worked on a variety of projects ranging from small startups to large corporations. I am highly skilled in both front-end and back-end development, and have a deep understanding of both the technical and business aspects of software development. I am also an excellent communicator and have a proven track record of working effectively with both technical and non-technical stakeholders.",technical;software;end;development;stakeholders;engineer;years;experience;field;strong;technical stakeholders;strong background;developing web;web applications;projects ranging;small startups;large corporations;highly skilled;deep understanding;business aspects,10
397,Averil,Pitcaithley,apitcaithleyb0@dailymotion.com,Male,Wolf Group,https://www.linkedin.com/in/Averil_Pitcaithley,True,Glasgow,False,True,True,False,2022-12-15 20:50:20.609588,66;70;31;317,Data Scientist," I am a data scientist with over 10 years of experience in the field. I have a strong background in machine learning and statistical modeling, and have worked on a variety of projects in both industry and academia. I am highly motivated and passionate about using data to solve problems and improve decision-making. I am also an excellent communicator, and have presented my work at numerous conferences and workshops.",data;workshops;scientist;years;experience;field;strong;background;machine;learning;strong background;machine learning;statistical modeling;highly motivated;solve problems;improve decision;decision making;excellent communicator;numerous conferences;data scientist,10
398,Reinaldo,Dudman,rdudmanb1@irs.gov,Male,Box UK Ltd,https://www.linkedin.com/in/Reinaldo_Dudman,True,Newcastle upon Tyne,True,True,True,True,2022-07-17 20:50:20.609588,250;79;99;165,Product Manager," Product Manager with 10+ years of experience in the technology and financial services industry. Proven track record of leading cross-functional teams and delivering successful product launches. Expert in developing product strategy and roadmaps, conducting market research, and managing the product development lifecycle. Strong leadership and communication skills.",product;skills;manager;years;experience;technology;financial;services;industry;proven;communication skills;financial services;services industry;industry proven;proven track;track record;leading cross;cross functional;functional teams;delivering successful,4
399,Caprice,Bartoszewicz,cbartoszewiczb2@trellian.com,Female,Box UK Ltd,https://www.linkedin.com/in/Caprice_Bartoszewicz,False,Newcastle upon Tyne,False,False,True,True,2023-01-10 20:50:20.609588,384,Product Manager," Product Manager with over 8 years of experience in delivering customer-centric products. Proven track record in driving product vision from ideation to launch. Passionate about understanding customer needs and translating them into innovative products. Expert in product lifecycle management, including product strategy, roadmapping, and requirements gathering. Strong cross-functional leadership skills with the ability to build and motivate high-performing teams.  Product Manager with over 8 years of experience in delivering customer-centric products. Proven track record in driving product vision from ideation to launch. Passionate about understanding customer needs and translating them into innovative products. Expert in product lifecycle management, including product strategy, roadmapping, and requirements gathering. Strong cross-functional leadership skills with",product;customer;products;manager;years;experience;delivering;centric;proven;track;delivering customer;customer centric;understanding customer;proven track;track record;launch passionate;lifecycle management;management including;strategy roadmapping;requirements gathering,16
400,Vikki,Radke,vradkeb3@sphinn.com,Female,Magic Web Solutions Limited (UK),https://www.linkedin.com/in/Vikki_Radke,True,Newcastle upon Tyne,True,True,True,True,2023-01-14 20:50:20.609588,173;1,Software Engineer," I am a software engineer with over 10 years of experience in the field. I have a strong background in developing web applications, and have worked on a variety of projects in both the public and private sectors. I am proficient in a variety of programming languages, including Java, Python, and JavaScript, and have experience with a variety of software development tools and methodologies. I am also well-versed in software testing and quality assurance practices, and have a strong understanding of the software development lifecycle.",variety;software;strong;development;experience;lifecycle;engineer;years;field;background;software development;development lifecycle;strong background;development tools;strong understanding;developing web;web applications;private sectors;programming languages;languages including,10
401,Kelsey,Tomaselli,ktomasellib4@ed.gov,Male,Alpine Interactive,https://www.linkedin.com/in/Kelsey_Tomaselli,True,Cardiff,True,False,False,True,2022-05-21 20:50:20.609588,327;178,Sales Manager," Sales Manager with 10+ years of experience in developing and implementing strategic sales plans to achieve company objectives.  Proven track record of achieving sales goals and increasing market share.  Strong leadership skills with the ability to build and maintain effective teams.  Excellent communication and interpersonal skills with the ability to develop and maintain strong customer relationships.  Expert in the development and execution of marketing strategies to generate leads and increase sales.  Results-oriented with a focus on continuous improvement and business growth.  10+ years of experience in the sales industry, with a focus on developing and maintaining strong relationships with clients.  Strong leadership skills, with the ability to build and manage a successful sales team.  Proven track record",ability;sales;skills;strong;experience;track;leadership;build;focus;years;leadership skills;proven track;track record;strong leadership;interpersonal skills;objectives proven;maintain effective;growth years;team proven;maintain strong,4
402,Min,Rushmere,mrushmereb5@kickstarter.com,Female,Resman Ltd,https://www.linkedin.com/in/Min_Rushmere,True,Southampton/Portsmouth,True,False,True,True,2022-11-01 20:50:20.609588,218;379;332;253,System Designer," System Designer with over 4 years of experience in developing and maintaining databases. Possesses a strong understanding of data structures and database design. Expert in writing complex queries and developing reports. Experienced in using SQL Server, Oracle, and MySQL. Familiar with various development tools such as Visual Studio and Team Foundation Server. Responsible for designing and developing database systems for various projects.  Developed database systems for various projects including financial, healthcare, and e-commerce.  Wrote complex queries and developed reports using SQL Server, Oracle, and MySQL.  Familiar with various development tools such as Visual Studio and Team Foundation Server.",server;developing;database;queries;sql;oracle;mysql;familiar;development;tools;mysql familiar;development tools;visual studio;team foundation;sql server;server oracle;foundation server;complex queries;database systems;server responsible,4
403,Adelice,Genner,agennerb6@yellowpages.com,Female,Mobile Application Development Company In Uk,https://www.linkedin.com/in/Adelice_Genner,False,London,True,True,True,True,2023-02-04 20:50:20.609588,23,Data Analyst," I am a data analyst with over 5 years of experience in the field. I have a strong background in data analysis and data modeling, and I am proficient in a variety of data analysis tools and techniques. I am also highly skilled in data visualization and reporting, and I have a proven track record of delivering high-quality insights and reports to clients.",data;analysis;clients;analyst;years;experience;field;strong;background;modeling;data analysis;analysis tools;strong background;highly skilled;proven track;track record;delivering high;high quality;quality insights;data analyst,5
404,Meredith,Collister,mcollisterb7@telegraph.co.uk,Female,UK Software Development Limited,https://www.linkedin.com/in/Meredith_Collister,True,Glasgow,False,False,True,False,2022-05-09 20:50:20.609588,16;354;98,Web Developer," I am a web developer with over 10 years of experience in the field. I have a strong background in both front-end and back-end development, and have worked on a variety of projects ranging from small personal websites to large corporate applications. I am highly motivated and always eager to learn new technologies and techniques.",end;techniques;web;developer;years;experience;field;strong;background;front;web developer;strong background;projects ranging;small personal;personal websites;large corporate;corporate applications;highly motivated;front end;back end,10
405,Waiter,Nurden,wnurdenb8@scientificamerican.com,Male,IRIS Software Ltd,https://www.linkedin.com/in/Waiter_Nurden,False,Belfast,True,True,True,False,2022-09-09 20:50:20.609588,32;73;103,Data Analyst," I am a data analyst with over 5 years of experience in the field. I have a strong background in data analysis, data modeling, and data visualization. I am also experienced in using various data analysis tools, such as Excel, SQL, and R. I have a passion for data and am always looking for ways to improve my skills and knowledge in the field.",data;field;analysis;analyst;years;experience;strong;background;modeling;visualization;data analysis;analysis tools;strong background;excel sql;analysis data;data analyst;data modeling;data visualization;data;field,5
406,Raimund,Dik,rdikb9@alexa.com,Male,Pocket App Ltd,https://www.linkedin.com/in/Raimund_Dik,False,Edinburgh,False,False,False,True,2022-03-22 20:50:20.610590,156;120;76;145,Senior Manager IT," project manager with over 15 years of professional experience, i possess a wide range of knowledge and expertise that consistently deliver added value to any organization. throughout my career, i have demonstrated a talent for accurately assessing business objectives and identifying areas of improvement to increase efficiency, eliminate redundancies, and streamline operations. i also possess a proven track record of success in spearheading complex it projects, consistently delivering key initiatives on time and within budget. in addition, my strong leadership and interpersonal skills allow me to build and maintain productive working relationships with clients, stakeholders, and colleagues.",possess;consistently;colleagues;manager;years;professional;experience;wide;range;knowledge;professional experience;wide range;deliver added;accurately assessing;assessing business;business objectives;identifying areas;increase efficiency;efficiency eliminate;eliminate redundancies,15
407,Jase,Westberg,jwestbergba@ycombinator.com,Male,UK Software Development Limited,https://www.linkedin.com/in/Jase_Westberg,True,Birmingham,True,False,True,True,2022-07-29 20:50:20.610590,281;375;271,Product Manager," I am a product manager with over 10 years of experience in the technology industry. I have a strong background in product development and product management, and have successfully launched a number of products in the market. I am passionate about building products that solve real customer problems and drive business value. I am also an expert in agile development methodologies, and have extensive experience in leading cross-functional teams.",experience;product;development;teams;products;manager;years;technology;industry;strong;functional teams;extensive experience;technology industry;strong background;successfully launched;solve real;real customer;customer problems;drive business;leading cross,10
408,Ulrika,Simonot,usimonotbb@wikia.com,Female,CodeFirst,https://www.linkedin.com/in/Ulrika_Simonot,True,Sheffield,True,False,True,True,2022-12-01 20:50:20.610590,217;134,Product Manager," Product Manager with over 10 years of experience in the IT industry. Expert in developing product roadmaps and managing product lifecycles. Proven track record of successfully launching new products and driving product growth.  As a Product Manager, I am responsible for developing product roadmaps, managing product lifecycles, and driving product growth. I have a strong understanding of the IT industry and the latest trends in technology. I am also an expert in product development and product management.  In my previous role, I was responsible for the development and launch of a new product line that generated over $1 million in revenue in the first year. I was also instrumental in the development of a new product that was awarded the ""Product of the",product;development;driving;manager;industry;expert;developing;roadmaps;managing;lifecycles;driving product;product manager;developing product;product roadmaps;managing product;product lifecycles;product growth;industry expert;roadmaps managing;lifecycles proven,10
409,Chase,Antosik,cantosikbc@tmall.com,Male,ITCS (UK) Ltd,https://www.linkedin.com/in/Chase_Antosik,True,Leicester,True,False,True,True,2022-03-27 20:50:20.610590,206;304,Senior Manager IT," project manager Senior Manager with over 20 years of experience in the IT industry with the ability to build and manage strong teams, and effectively communicate with all levels of management, business partners and vendors.  Recognized as a leader with the ability to identify and drive process improvements, and develop and implement solutions to complex technical and business problems.  Experience in leading and managing large-scale, enterprise-wide IT projects, including ERP implementations, custom application development, and business process reengineering.  Proven track record of delivering projects on time and within budget, while meeting or exceeding business objectives.  Experience with various project management methodologies, including waterfall, agile, and hybrid approaches.  Excellent written and verbal communication skills",business;experience;ability;manager;management;process;including;project;projects;skills;communication skills;management business;business process;problems experience;objectives experience;business partners;business problems;exceeding business;business objectives;project manager,20
410,Tristan,Witherden,twitherdenbd@go.com,Male,Everlution Software Ltd.,https://www.linkedin.com/in/Tristan_Witherden,True,Newcastle upon Tyne,True,False,True,True,2022-08-07 20:50:20.610590,210;259,Product Manager," I am a highly motivated and results-driven Product Manager with a proven track record of success in launching new products and features. In my previous role, I successfully launched a new product line that generated $1 million in sales in the first year. I am a strong leader and team player, and I am always willing to go the extra mile to ensure the success of my team and my products.",success;team;product;products;highly;motivated;results;driven;manager;proven;highly motivated;results driven;proven track;track record;previous role;successfully launched;generated million;strong leader;extra mile;team player,6
411,Mickie,Byrkmyr,mbyrkmyrbe@si.edu,Male,IRIS Software Ltd,https://www.linkedin.com/in/Mickie_Byrkmyr,True,Bournemouth/Poole,True,False,True,True,2022-03-10 20:50:20.610590,182;40,Senior Software Engineer," I am a senior software engineer with over 10 years of experience in the field. I have a strong background in developing web applications, and have worked on a variety of projects in both start-up and corporate environments. I am well-versed in a variety of programming languages and software development methodologies, and have a proven track record of delivering high-quality solutions on time and within budget.",variety;software;budget;senior;engineer;years;experience;field;strong;background;strong background;developing web;web applications;corporate environments;programming languages;development methodologies;proven track;track record;delivering high;high quality,10
412,Loralie,Beamont,lbeamontbf@wikipedia.org,Female,Can Factory,https://www.linkedin.com/in/Loralie_Beamont,True,Liverpool,True,True,True,True,2022-08-20 20:50:20.610590,353;117;373;160,Web Developer," I am a web developer with over 10 years of experience in the field. I have a strong background in HTML, CSS, JavaScript, and PHP, and have worked with a variety of content management systems, including WordPress, Drupal, and Joomla. In addition to my technical skills, I have also honed my communication and collaboration abilities through my work on various projects. Overall, I am a well-rounded web developer with the skills and experience necessary to contribute to any project.",developer;web;experience;skills;years;field;strong;background;html;css;web developer;rounded web;strong background;html css;css javascript;content management;management systems;systems including;including wordpress;wordpress drupal,10
413,Cesya,Loughan,cloughanbg@webeden.co.uk,Female,Toru Interactive,https://www.linkedin.com/in/Cesya_Loughan,True,Newcastle upon Tyne,False,False,True,False,2022-07-22 20:50:20.610590,304;259;104;13,Data Analyst," I am a data analyst with over 10 years of experience in the field. I have a strong background in data analysis, data mining, and data visualization. I am also experienced in working with large data sets and developing predictive models. I am a quick learner and have a strong work ethic.",data;strong;ethic;analyst;years;experience;field;background;analysis;mining;work ethic;strong background;strong work;developing predictive;predictive models;quick learner;data analyst;data analysis;analysis data;data mining,10
414,Jo ann,Sowerby,jsowerbybh@ihg.com,Female,Simkin Solutions Limited,https://www.linkedin.com/in/Jo ann_Sowerby,True,Birmingham,False,False,False,False,2022-05-18 20:50:20.610590,367;112,Product Manager," Product Manager with over 6 years of experience in the IT industry. Strong leadership and communication skills, with a proven track record of successfully managing and delivering high-quality products. Passionate about building great products and driving customer success.",success;products;manager;years;experience;industry;strong;leadership;communication;skills;customer success;industry strong;strong leadership;communication skills;proven track;track record;successfully managing;delivering high;high quality;building great,6
415,Desirae,Thaller,dthallerbi@google.com,Female,Impact Technology UK Ltd,https://www.linkedin.com/in/Desirae_Thaller,True,Cardiff,True,False,True,True,2022-09-11 20:50:20.610590,62;26;179,Senior Manager IT," project manager with over 15 years of experience in the information technology industry, i have a proven track record of successfully managing complex it projects from start to finish. i am a strong leader with excellent communication and problem-solving skills, and i am able to build and maintain effective relationships with clients, vendors, and team members. in my previous role as a senior manager at a major technology company, i was responsible for overseeing a team of project managers and ensuring the successful delivery of a wide range of projects. i have also served as a project manager for several high-profile projects, including a major software implementation for a global financial services firm and a cloud computing initiative for a healthcare organization. in addition to my extensive project management experience, i also have a",project;manager;projects;major;experience;technology;team;managers;years;information;project manager;senior manager;major technology;major software;profile projects;projects including;extensive project;project management;information technology;technology industry,15
416,Oralie,Ovett,oovettbj@timesonline.co.uk,Female,Talon Business Solutions,https://www.linkedin.com/in/Oralie_Ovett,True,Southampton/Portsmouth,False,False,True,True,2022-10-05 20:50:20.610590,314;378,Web Developer," I am a web developer with over 10 years of experience. I have a strong background in HTML, CSS, JavaScript, and PHP. I have worked on a variety of projects ranging from small personal websites to large corporate web applications. I am also experienced in working with popular content management systems such as WordPress and Drupal. In addition to my web development skills, I have also worked on a number of projects involving graphic design and illustration.",web;worked;projects;illustration;developer;years;experience;strong;background;html;projects ranging;projects involving;strong background;html css;css javascript;small personal;personal websites;large corporate;popular content;content management,10
417,Alex,Wraxall,awraxallbk@livejournal.com,Female,Zofax Limited  London Web Development Company UK,https://www.linkedin.com/in/Alex_Wraxall,False,Southampton/Portsmouth,True,False,True,True,2022-12-21 20:50:20.610590,70;173,Web Developer," I am a web developer with over 10 years of experience in the field. I have a strong background in developing responsive websites and web applications using various programming languages and frameworks. I am also experienced in working with various content management systems, including WordPress, Drupal, and Joomla. In addition to my technical skills, I have excellent communication and interpersonal skills. I am a quick learner and have always been passionate about learning new technologies.",skills;web;technologies;developer;years;experience;field;strong;background;developing;technical skills;interpersonal skills;strong background;developing responsive;responsive websites;programming languages;content management;management systems;systems including;including wordpress,10
418,Addia,Argente,aargentebl@csmonitor.com,Polygender,magostech,https://www.linkedin.com/in/Addia_Argente,False,Edinburgh,False,False,True,False,2022-02-24 20:50:20.610590,216;136;106,Product Manager," I am a highly motivated and results-driven Product Manager with a proven track record of delivering high-quality products and services. I have a strong background in product development and project management, and I am skilled in driving product strategy, roadmap development, and cross-functional collaboration. I am a strong communicator and problem-solver, and I am passionate about building products that solve customer problems and drive business growth.",product;strong;development;products;growth;highly;motivated;results;driven;manager;business growth;strong background;roadmap development;strong communicator;highly motivated;results driven;proven track;track record;delivering high;high quality,3
419,Jordon,Morrel,jmorrelbm@vk.com,Male,eg technology,https://www.linkedin.com/in/Jordon_Morrel,True,Leicester,False,False,True,True,2022-03-31 20:50:20.610590,12,Data Analyst," I am a data analyst with over 5 years of experience in the field. I have a strong background in data analysis and data modeling, and I am skilled in using a variety of tools and techniques to analyze and interpret data. I have a proven track record of delivering high-quality results and providing valuable insights to drive business decisions.",data;decisions;analyst;years;experience;field;strong;background;analysis;modeling;business decisions;strong background;proven track;track record;delivering high;high quality;quality results;providing valuable;valuable insights;drive business,5
420,Jeff,Trunkfield,jtrunkfieldbn@about.com,Male,ANGLER UK,https://www.linkedin.com/in/Jeff_Trunkfield,True,Cardiff,True,True,True,True,2022-06-07 20:50:20.610590,382;230,Sales Manager," I am a sales manager with over 10 years of experience in the industry. I have a proven track record of success in developing and implementing sales strategies, leading teams, and achieving results. I am a driven and focused individual with a passion for sales and customer service. I am a strong communicator and have excellent interpersonal skills. I am a team player and enjoy working collaboratively to achieve common goals. I am an effective problem-solver and am able to think critically and find solutions to complex problems. I am a quick learner and am able to adapt to new situations and challenges.",sales;challenges;teams;team;problem;problems;manager;years;experience;industry;leading teams;team player;effective problem;problem solver;complex problems;sales manager;implementing sales;sales strategies;proven track;track record,10
421,Joli,Burgyn,jburgynbo@opera.com,Female,DCSL Software Limited,https://www.linkedin.com/in/Joli_Burgyn,False,Newcastle upon Tyne,True,False,True,True,2022-11-06 20:50:20.610590,345;187;303,Senior Software Engineer," Senior Software Engineer with over 10 years of experience in the IT industry. Proven track record of delivering high-quality software on time and on budget. Extensive experience in all phases of the software development lifecycle, including requirements gathering, design, implementation, testing, and maintenance.  Specialized in developing web applications using Java, J2EE, and Spring frameworks.  Experience in developing enterprise applications using Java, J2EE, and Spring frameworks.  Proficient in using various Java technologies such as JDBC, JSP, Servlets, EJBs, and MVC frameworks.  Experience in developing web services using SOAP and RESTful APIs.  Proficient in using various development tools such",experience;developing;java;frameworks;spring;software;web;applications;proficient;development;spring frameworks;frameworks experience;developing web;developing enterprise;extensive experience;frameworks proficient;web applications;java technologies;mvc frameworks;enterprise applications,10
422,Devora,MacGowan,dmacgowanbp@privacy.gov.au,Female,Oxford Computer Consultants  software & mobile app developers,https://www.linkedin.com/in/Devora_MacGowan,True,Bristol,True,False,True,False,2022-08-15 20:50:20.610590,43;114;20;289,Data Scientist," I am a data scientist with over 10 years of experience in the field. I have a strong background in machine learning and statistical modeling, and I am highly proficient in programming languages such as Python and R. I have a proven track record of success in solving complex data problems and delivering valuable insights to my clients. I am also an effective communicator and team player, with the ability to collaborate with others to achieve common goals.",data;goals;scientist;years;experience;field;strong;background;machine;learning;common goals;strong background;machine learning;statistical modeling;highly proficient;programming languages;proven track;track record;solving complex;delivering valuable,10
423,Billy,Hanstock,bhanstockbq@tinyurl.com,Male,EBAY STORE-Website Design Company In UK Web Development Company In UK,https://www.linkedin.com/in/Billy_Hanstock,False,Southampton/Portsmouth,False,False,True,True,2022-08-21 20:50:20.610590,286;204;23;178,Senior Software Engineer," with over 10 years of experience in developing web applications I am a senior software engineer with over 10 years of experience in developing web applications. I have a strong background in both front-end and back-end development, and have worked on a variety of projects ranging from small startups to large enterprise applications. In my previous roles, I have successfully led development teams and delivered high-quality solutions on time and within budget. I am passionate about technology and constantly strive to stay up-to-date on the latest trends and best practices.",applications;years;experience;developing;web;end;development;practices;senior;software;developing web;web applications;enterprise applications;senior software;software engineer;strong background;projects ranging;small startups;large enterprise;previous roles,20
424,Nev,Reicharz,nreicharzbr@google.com,Male,Maiva,https://www.linkedin.com/in/Nev_Reicharz,True,Brighton-Worthing-Littlehampton,False,False,True,False,2022-07-05 20:50:20.610590,222;35,Machine Learning Engineer," I am a machine learning engineer with over 5 years of experience in the field. I have a strong background in developing and optimizing machine learning algorithms, as well as designing and implementing machine learning systems. I have worked on a variety of projects in the areas of image processing, natural language processing, and computer vision. I am also experienced in using various machine learning tools and libraries, such as TensorFlow, Keras, and scikit-learn.",machine;learning;processing;learn;engineer;years;experience;field;strong;background;machine learning;scikit learn;strong background;natural language;computer vision;tensorflow keras;learning engineer;optimizing machine;learning algorithms;implementing machine,5
425,Brinna,Grinyakin,bgrinyakinbs@cafepress.com,Female,Box UK Ltd,https://www.linkedin.com/in/Brinna_Grinyakin,False,Edinburgh,False,False,True,True,2022-07-10 20:50:20.610590,32;373,Web Developer," I am a web developer with over 5 years of experience in the field. I have a strong understanding of both front-end and back-end development, and am proficient in a variety of programming languages and frameworks. I am also highly skilled in web design and user experience. I have worked on a variety of projects for a variety of clients, and have consistently delivered high-quality work. I am always learning new skills and technologies, and am passionate about my work.",variety;web;experience;end;work;developer;years;field;strong;understanding;strong understanding;programming languages;highly skilled;consistently delivered;delivered high;high quality;web developer;front end;back end;end development,5
426,Jocelyn,Danihel,jdanihelbt@163.com,Female,eg technology,https://www.linkedin.com/in/Jocelyn_Danihel,True,Bristol,False,False,False,True,2022-10-10 20:50:20.610590,241;192;203;169,Data Analyst," As a data analyst, I have a strong understanding of data analysis and the ability to use data to drive business decisions. I am skilled in collecting, organizing, and analyzing data to identify trends and make recommendations. I am also proficient in using data visualization tools to communicate findings to stakeholders. In my previous role, I was able to use my data analysis skills to improve the accuracy of business forecasting and identify new revenue opportunities. I would be a valuable asset to any team looking for a data-driven decision maker.",data;analysis;business;identify;maker;analyst;strong;understanding;ability;drive;data analysis;decision maker;analysis skills;strong understanding;collecting organizing;make recommendations;visualization tools;communicate findings;previous role;revenue opportunities,4
427,Leigha,Coulthart,lcoulthartbu@twitter.com,Female,Inviqa,https://www.linkedin.com/in/Leigha_Coulthart,True,Birmingham,False,True,True,False,2022-11-23 20:50:20.610590,359,System Designer," I am a highly motivated and organized system designer with over 10 years of experience in the IT industry. I have a proven track record of designing and implementing complex systems, and have successfully led several large-scale projects. I am a quick learner and have excellent problem-solving skills. I am also a strong team player and have excellent communication skills.",excellent;skills;highly;motivated;organized;designer;years;experience;industry;proven;excellent problem;excellent communication;highly motivated;proven track;track record;implementing complex;successfully led;large scale;scale projects;quick learner,10
428,Olympie,Jardine,ojardinebv@europa.eu,Female,Sybite Technologies  Mobile Apps Developer,https://www.linkedin.com/in/Olympie_Jardine,True,Edinburgh,False,False,True,True,2022-07-30 20:50:20.610590,28;124;316;274,Product Manager," Product Manager with over 10 years of experience in the IT industry. Strong track record of successfully launching new products and features. Expert in market research, competitive analysis, and product development.  Developed and launched new products and features that generated over $1 million in revenue in the first year.  Managed the development of a new product line that resulted in a 30% increase in sales.  Developed and implemented a new product development process that resulted in a 50% decrease in time to market.  Increased market share by 10% through the development of new products and features.  Reduced costs by 15% through the implementation of a new product development process.  Improved customer satisfaction by 20% through",product;development;products;features;resulted;market;developed;process;manager;experience;product development;development process;product manager;product line;development developed;features expert;features reduced;sales developed;process improved;industry strong,10
429,Arlette,Moorman,amoormanbw@phpbb.com,Female,TreeFrog Communications LTD  Web Design & Software Development,https://www.linkedin.com/in/Arlette_Moorman,True,Nottingham,True,False,False,False,2023-01-06 20:50:20.610590,330;9;328;389,Software Engineer," I am a software engineer with over 10 years of experience in the field. I have a strong background in developing web applications and working with various programming languages, including Java, JavaScript, and Python. In addition to my technical skills, I have excellent communication and interpersonal skills, and I am able to work effectively in a team environment. I am also highly motivated and dedicated to my work, and I am always looking for new challenges and opportunities to learn and grow.",skills;work;grow;software;engineer;years;experience;field;strong;background;software engineer;strong background;developing web;web applications;programming languages;languages including;including java;java javascript;excellent communication;team environment,10
430,Stanly,Caraher,scaraherbx@sogou.com,Male,BJSS,https://www.linkedin.com/in/Stanly_Caraher,True,West Yorkshire,True,True,False,True,2022-11-13 20:50:20.610590,151,Product Manager," Product Manager with 5+ years of experience in the consumer goods industry. In previous roles, increased product sales by 25% in one year through strategic planning and execution. Expertise in market research, competitive analysis, and product development.  As a Product Manager, I have been responsible for developing and executing product strategies in order to maximize sales and grow market share. I have a strong understanding of the consumer goods industry and have successfully launched several new products. I am also experienced in working with cross-functional teams to ensure that products are developed and launched on time and within budget.  I have a proven track record of increasing product sales through effective marketing and promotional campaigns. I have also been successful in developing and maintaining strong relationships with key customers",product;sales;consumer;goods;manager;industry;developing;market;strong;launched;consumer goods;goods industry;product manager;product sales;key customers;previous roles;roles increased;strategic planning;execution expertise;research competitive,6
431,Vicki,Tichner,vtichnerby@mtv.com,Female,Decoded Solutions Ltd,https://www.linkedin.com/in/Vicki_Tichner,True,Edinburgh,True,True,True,True,2022-11-30 20:50:20.610590,228,Data Analyst," I am a data analyst with over 5 years of experience in the field. I have a strong background in statistical analysis and data mining, and I am proficient in a variety of programming languages and software tools. I have a proven track record of delivering high-quality results and providing valuable insights to clients.",data;clients;analyst;years;experience;field;strong;background;statistical;analysis;strong background;statistical analysis;programming languages;software tools;proven track;track record;delivering high;high quality;quality results;providing valuable,5
432,Osmond,Aitchinson,oaitchinsonbz@php.net,Male,ITCS (UK) Ltd,https://www.linkedin.com/in/Osmond_Aitchinson,True,Leicester,False,False,True,True,2022-03-05 20:50:20.610590,170;21,Software Engineer," I am a software engineer with over 10 years of experience in the field. I have a strong background in developing web applications, and have worked on a variety of projects in both the public and private sectors. I am highly motivated and always eager to learn new technologies and techniques. I am also a strong team player and have excellent communication skills.",strong;skills;software;engineer;years;experience;field;background;developing;web;communication skills;strong background;strong team;software engineer;developing web;web applications;private sectors;highly motivated;team player;excellent communication,10
433,Dionisio,Island,dislandc0@bizjournals.com,Male,Adeo Group,https://www.linkedin.com/in/Dionisio_Island,True,Sheffield,True,False,True,True,2023-01-29 20:50:20.610590,121;354,Data Analyst," I am a data analyst with over 5 years of experience in the field. I have a strong background in statistical analysis and data mining, and have worked on a variety of projects in both the private and public sectors. I am proficient in a variety of data analysis tools and programming languages, and have a proven track record of delivering high-quality results.",variety;data;analysis;results;analyst;years;experience;field;strong;background;quality results;strong background;public sectors;programming languages;proven track;track record;delivering high;high quality;statistical analysis;analysis tools,5
434,Dolley,Katt,dkattc1@hibu.com,Female,Waracle LTD,https://www.linkedin.com/in/Dolley_Katt,False,Nottingham,False,False,True,True,2022-10-29 20:50:20.610590,370;32;61,Machine Learning Engineer," I am a machine learning engineer with experience in developing and implementing machine learning models for various applications. I have a strong background in data science and programming, and I am skilled in using a variety of machine learning algorithms and techniques. I am also proficient in using various programming languages, including Python, R, and SQL, and I have experience with various data analysis and visualization tools.",machine;learning;experience;data;programming;tools;engineer;developing;implementing;models;machine learning;visualization tools;learning engineer;implementing machine;learning models;learning algorithms;strong background;languages including;including python;data science,7
